iter	Passed	Remaining
399	70891	106337
400	71168	106309
401	71376	106176
402	71636	106120
403	71887	106052
404	72095	105918
405	72288	105761
406	72476	105598
407	72601	105343
408	72798	105192
409	72941	104964
410	73091	104746
411	73298	104610
412	73479	104437
413	73651	104250
414	73866	104124
415	74058	103966
416	74187	103719
417	74373	103553
418	74555	103380
419	74738	103209
420	74917	103033
421	75087	102845
422	75196	102573
423	75377	102399
424	75538	102198
425	75680	101972
426	75860	101798
427	76049	101636
428	76251	101490
429	76407	101284
430	76579	101098
431	76745	100906
432	76968	100787
433	77140	100602
434	77329	100439
435	77509	100264
436	77692	100094
437	77887	99937
438	78108	99815
439	78318	99678
440	78512	99520
441	78721	99381
442	78908	99214
443	79151	99117
444	79365	98983
445	79596	98870
446	79804	98728
447	80008	98581
448	80257	98489
449	80450	98328
450	80654	98180
451	80852	98025
452	81090	97917
453	81319	97798
454	81542	97671
455	81792	97577
456	82044	97484
457	82283	97375
458	82527	97270
459	82788	97186
460	82987	97029
461	83285	96985
462	83482	96825
463	83680	96665
464	83968	96609
465	84191	96477
466	84454	96389
467	84654	96231
468	84852	96069
469	85130	95998
470	85422	95941
471	85713	95882
472	85969	95784
473	86192	95647
474	86785	95921
475	87065	95845
476	87289	95707
477	87508	95564
478	87789	95487
479	88066	95405
480	88284	95259
481	88492	95101
482	88718	94963
483	88964	94846
484	89178	94694
485	89405	94556
486	89684	94472
487	89958	94382
488	90180	94237
489	90386	94075
490	90598	93919
491	90793	93746
492	91023	93607
493	91205	93421
494	91390	93236
495	91582	93059
496	91785	92893
497	92021	92761
498	92233	92603
499	92435	92435
500	92623	92254
501	92856	92117
502	93139	92028
503	93450	91967
504	93688	91833
505	93945	91717
506	94213	91612
507	94415	91441
508	94591	91246
509	94794	91077
510	94973	90884
511	95196	90733
512	95398	90563
513	95577	90371
514	95764	90186
515	95971	90020
516	96175	89850
517	96391	89692
518	96569	89498
519	96773	89329
520	96940	89125
521	97145	88956
522	97379	88814
