iter	R2	RMSE
5203	0.8579347031	6964.069641
5204	0.8579392277	6963.95874
5205	0.857942662	6963.874565
5206	0.8579446721	6963.825293
5207	0.8579480812	6963.741734
5208	0.8579507092	6963.677317
5209	0.8579542778	6963.589846
5210	0.8579575706	6963.509134
5211	0.8579630624	6963.374515
5212	0.8579659344	6963.304115
5213	0.8579692039	6963.223969
5214	0.8579783395	6963.000026
5215	0.8579811546	6962.931016
5216	0.8579833831	6962.876386
5217	0.8579884915	6962.751157
5218	0.8579929513	6962.641823
5219	0.8579953946	6962.581925
5220	0.8579997403	6962.47539
5221	0.8580028325	6962.39958
5222	0.858006782	6962.302756
5223	0.8580098562	6962.227385
5224	0.8580118527	6962.178439
5225	0.8580149673	6962.102079
5226	0.8580200936	6961.976395
5227	0.8580252383	6961.850258
5228	0.8580275143	6961.794457
5229	0.858033139	6961.656548
5230	0.8580390061	6961.512693
5231	0.8580414757	6961.452141
5232	0.858045024	6961.365139
5233	0.8580489661	6961.26848
5234	0.8580546057	6961.130196
5235	0.8580574362	6961.06079
5236	0.858060242	6960.991989
5237	0.8580622038	6960.943885
5238	0.8580666294	6960.835361
5239	0.8580721989	6960.698788
5240	0.8580750611	6960.628601
5241	0.8580777438	6960.562815
5242	0.8580795721	6960.517979
5243	0.8580833689	6960.424873
5244	0.8580877081	6960.318462
5245	0.8580893058	6960.27928
5246	0.8580928732	6960.191796
5247	0.8580969256	6960.092413
5248	0.8580992653	6960.035036
5249	0.8581044706	6959.907377
5250	0.8581086202	6959.805609
5251	0.8581131433	6959.694679
5252	0.8581152861	6959.642125
5253	0.858119534	6959.537942
5254	0.8581233532	6959.444271
5255	0.8581273499	6959.346246
5256	0.8581294599	6959.294494
5257	0.858134547	6959.169722
5258	0.8581380396	6959.084057
5259	0.858140523	6959.023145
5260	0.8581440482	6958.936679
5261	0.8581509961	6958.766257
5262	0.8581572504	6958.612846
5263	0.8581617132	6958.503374
5264	0.8581641065	6958.444667
5265	0.8581651429	6958.419245
5266	0.8581681368	6958.345805
5267	0.8581695716	6958.310607
5268	0.8581721051	6958.248461
5269	0.8581775231	6958.115552
5270	0.8581802883	6958.047717
5271	0.8581819287	6958.007478
5272	0.8581848186	6957.936582
5273	0.858189182	6957.829539
5274	0.858190918	6957.786953
5275	0.8581919842	6957.760796
5276	0.8581952375	6957.680984
5277	0.8581993917	6957.579072
5278	0.8582028527	6957.494161
5279	0.85820635	6957.408361
5280	0.8582094449	6957.332431
5281	0.8582116867	6957.277432
5282	0.8582135226	6957.23239
5283	0.8582181298	6957.119355
5284	0.8582209802	6957.049421
5285	0.8582247903	6956.955941
5286	0.8582339815	6956.730428
5287	0.858237274	6956.649643
5288	0.8582393708	6956.598197
5289	0.8582422679	6956.527111
5290	0.8582460048	6956.435419
5291	0.8582487229	6956.368725
5292	0.8582500124	6956.337083
5293	0.8582527215	6956.270609
5294	0.85825775	6956.147221
5295	0.8582613147	6956.059749
5296	0.8582632294	6956.012766
5297	0.8582674031	6955.91035
5298	0.8582738633	6955.751821
5299	0.8582818801	6955.555091
5300	0.8582842525	6955.496871
5301	0.8582885419	6955.391607
5302	0.8582920376	6955.30582
5303	0.8582957512	6955.214684
5304	0.8582981395	6955.156072
5305	0.8583020013	6955.061296
5306	0.8583103869	6954.855496
5307	0.8583122687	6954.809313
5308	0.8583161933	6954.712991
5309	0.8583230289	6954.545223
5310	0.8583265293	6954.459309
5311	0.858330187	6954.369534
5312	0.8583324777	6954.313309
5313	0.8583354062	6954.241431
5314	0.8583402153	6954.123392
5315	0.858343248	6954.048954
5316	0.8583452562	6953.999662
5317	0.8583504964	6953.871036
5318	0.8583543979	6953.775269
5319	0.8583604907	6953.625712
5320	0.8583635101	6953.551594
5321	0.8583675124	6953.453348
5322	0.8583686678	6953.424987
5323	0.8583713313	6953.359604
5324	0.8583750651	6953.267945
5325	0.8583785152	6953.183251
5326	0.8583841073	6953.045972
5327	0.8583884677	6952.938928
5328	0.8583919945	6952.852347
5329	0.8583943831	6952.793707
5330	0.8584007253	6952.638007
5331	0.8584050625	6952.531525
5332	0.8584100356	6952.409431
5333	0.8584154524	6952.276441
5334	0.8584174919	6952.226366
5335	0.8584205813	6952.150515
5336	0.8584256616	6952.025784
5337	0.858430702	6951.902027
5338	0.8584355327	6951.783418
5339	0.8584391989	6951.6934
5340	0.8584425143	6951.611993
5341	0.8584455292	6951.537965
5342	0.8584489029	6951.455126
5343	0.8584529664	6951.355347
5344	0.8584561421	6951.277369
5345	0.8584594275	6951.196694
5346	0.8584634057	6951.099006
5347	0.8584670842	6951.008679
5348	0.8584699675	6950.937873
5349	0.8584742078	6950.833747
5350	0.8584758814	6950.79265
5351	0.8584790437	6950.714991
5352	0.8584826687	6950.625971
5353	0.8584849815	6950.569176
5354	0.8584877691	6950.500717
5355	0.8584913145	6950.41365
5356	0.8584951178	6950.320247
5357	0.8584973703	6950.264928
5358	0.8584998675	6950.203598
5359	0.8585033989	6950.116872
5360	0.8585076704	6950.011964
5361	0.8585134876	6949.869094
5362	0.8585154154	6949.821748
5363	0.8585195463	6949.72029
5364	0.8585208245	6949.688897
5365	0.8585230347	6949.634611
5366	0.8585252019	6949.581383
5367	0.8585305479	6949.450078
5368	0.8585332304	6949.384191
5369	0.858536742	6949.29794
5370	0.8585412677	6949.186777
5371	0.8585433211	6949.13634
5372	0.8585464505	6949.059473
5373	0.8585489827	6948.997275
5374	0.8585523972	6948.913401
5375	0.8585539332	6948.875673
5376	0.8585580573	6948.774369
5377	0.8585619787	6948.678042
5378	0.8585646737	6948.61184
5379	0.8585684604	6948.518821
5380	0.8585707936	6948.461506
5381	0.8585755186	6948.345435
5382	0.8585779941	6948.284623
5383	0.858581689	6948.193854
5384	0.8585891518	6948.010519
5385	0.8585941524	6947.887669
5386	0.8585988967	6947.771116
5387	0.8586014121	6947.709318
5388	0.8586054365	6947.610446
5389	0.858606474	6947.584957
5390	0.8586106269	6947.482926
5391	0.8586127991	6947.429557
5392	0.8586174663	6947.314889
5393	0.8586187154	6947.284199
5394	0.8586209868	6947.228394
5395	0.8586235407	6947.165644
5396	0.8586256653	6947.113444
5397	0.8586309124	6946.984521
5398	0.8586337413	6946.915013
5399	0.8586362144	6946.854248
5400	0.8586384148	6946.800183
5401	0.8586404149	6946.751039
5402	0.8586432288	6946.681895
5403	0.8586465517	6946.600248
5404	0.8586507374	6946.497396
5405	0.858652558	6946.452661
5406	0.858655941	6946.369531
5407	0.8586583434	6946.310499
5408	0.8586643942	6946.161813
5409	0.8586683306	6946.065082
5410	0.8586700682	6946.022382
5411	0.8586738121	6945.930381
5412	0.8586780287	6945.826759
5413	0.8586828439	6945.708427
5414	0.8586867093	6945.613436
5415	0.858690132	6945.529321
5416	0.8586919297	6945.485142
5417	0.8586951688	6945.405538
5418	0.8586994326	6945.30075
5419	0.8587049274	6945.165707
5420	0.8587081555	6945.08637
5421	0.8587108345	6945.020527
5422	0.858715988	6944.893868
5423	0.8587183741	6944.835221
5424	0.8587205386	6944.782023
5425	0.8587223043	6944.738625
5426	0.8587236228	6944.706218
5427	0.8587256127	6944.65731
5428	0.8587287746	6944.579593
5429	0.8587307061	6944.53212
5430	0.8587341768	6944.446812
5431	0.8587371351	6944.3741
5432	0.8587412286	6944.273482
5433	0.8587443689	6944.196293
5434	0.8587453569	6944.172007
5435	0.858748269	6944.100426
5436	0.8587507926	6944.038395
5437	0.8587528874	6943.986904
5438	0.8587566437	6943.894569
5439	0.8587604964	6943.799863
5440	0.8587629951	6943.738442
5441	0.8587669514	6943.641187
5442	0.8587695393	6943.577572
5443	0.8587737837	6943.473231
5444	0.8587751213	6943.440351
5445	0.8587779792	6943.370093
5446	0.858781113	6943.293056
5447	0.8587849406	6943.198959
5448	0.8587888815	6943.102075
5449	0.8587916559	6943.033869
5450	0.8587932763	6942.994033
5451	0.8587968084	6942.907198
5452	0.8588014869	6942.792175
5453	0.8588050409	6942.704799
5454	0.8588086141	6942.616949
5455	0.8588134418	6942.498257
5456	0.8588150973	6942.457553
5457	0.8588161356	6942.432025
5458	0.8588184146	6942.375992
5459	0.8588207296	6942.319074
5460	0.8588257288	6942.196158
5461	0.8588280882	6942.138146
5462	0.8588334298	6942.006809
5463	0.8588372644	6941.912523
5464	0.8588406179	6941.830065
5465	0.8588426252	6941.780709
5466	0.8588472789	6941.66628
5467	0.8588496848	6941.60712
5468	0.8588529954	6941.525713
5469	0.858856043	6941.450774
5470	0.8588577484	6941.408837
5471	0.8588598702	6941.356661
5472	0.8588671794	6941.176924
5473	0.85886963	6941.116662
5474	0.8588755001	6940.972308
5475	0.8588793289	6940.87815
5476	0.8588846025	6940.74846
5477	0.858887507	6940.677031
5478	0.858891897	6940.56907
5479	0.8588956581	6940.476571
5480	0.8589004662	6940.358321
5481	0.8589032858	6940.288977
5482	0.8589060731	6940.220426
5483	0.8589086111	6940.158004
5484	0.8589118147	6940.079212
5485	0.8589140031	6940.02539
5486	0.8589156715	6939.984356
5487	0.8589178158	6939.931615
5488	0.8589235922	6939.789541
5489	0.8589259592	6939.731322
5490	0.858931449	6939.596295
5491	0.8589339306	6939.535256
5492	0.8589367411	6939.466127
5493	0.858939442	6939.39969
5494	0.8589428538	6939.315769
5495	0.8589465248	6939.225471
5496	0.8589501105	6939.137271
5497	0.8589550949	6939.014662
5498	0.8589586665	6938.926805
5499	0.8589622106	6938.839625
5500	0.8589666098	6938.731405
5501	0.8589695761	6938.658437
5502	0.8589715577	6938.609689
5503	0.8589754959	6938.512809
5504	0.8589772369	6938.46998
5505	0.8589810957	6938.375051
5506	0.8589820756	6938.350945
5507	0.8589860113	6938.25412
5508	0.8589892285	6938.174972
5509	0.8589942746	6938.05083
5510	0.8589952693	6938.026359
5511	0.8589989695	6937.935325
5512	0.8590037698	6937.817225
5513	0.8590075528	6937.724152
5514	0.8590125006	6937.602419
5515	0.8590158306	6937.520488
5516	0.8590208048	6937.398103
5517	0.859023876	6937.322536
5518	0.8590289403	6937.197932
5519	0.8590313085	6937.13966
5520	0.8590324561	6937.111425
5521	0.8590396285	6936.934942
5522	0.859042624	6936.861235
5523	0.8590475995	6936.738806
5524	0.8590512063	6936.650054
5525	0.8590539852	6936.581672
5526	0.8590560555	6936.53073
5527	0.8590577392	6936.489297
5528	0.8590597359	6936.440162
5529	0.8590625831	6936.370099
5530	0.8590646747	6936.31863
5531	0.8590673585	6936.252586
5532	0.8590741278	6936.086002
5533	0.8590831651	6935.863599
5534	0.8590852074	6935.81334
5535	0.8590886868	6935.72771
5536	0.859092428	6935.635637
5537	0.8590944463	6935.585966
5538	0.8590989788	6935.474418
5539	0.8591097195	6935.210071
5540	0.8591121596	6935.150013
5541	0.8591143836	6935.095277
5542	0.8591158967	6935.058035
5543	0.8591210649	6934.930832
5544	0.8591243502	6934.84997
5545	0.8591261078	6934.806709
5546	0.8591295927	6934.720931
5547	0.8591341114	6934.609708
5548	0.8591398187	6934.469228
5549	0.8591433617	6934.382016
5550	0.8591505206	6934.205796
5551	0.859152913	6934.146907
5552	0.859155761	6934.0768
5553	0.8591582053	6934.016632
5554	0.8591601673	6933.968333
5555	0.8591623756	6933.913972
5556	0.8591648344	6933.853445
5557	0.8591678798	6933.778477
5558	0.8591711576	6933.697786
5559	0.8591721179	6933.674146
5560	0.8591759369	6933.58013
5561	0.8591790299	6933.503986
5562	0.8591800052	6933.479977
5563	0.8591829123	6933.408409
5564	0.8591860701	6933.330668
5565	0.8591880133	6933.282829
5566	0.8591893333	6933.250332
5567	0.8591945888	6933.120944
5568	0.8591966652	6933.069825
5569	0.8591996708	6932.995828
5570	0.8592017505	6932.944624
5571	0.8592052045	6932.859587
5572	0.8592089971	6932.766211
5573	0.8592122528	6932.686051
5574	0.8592227284	6932.428127
5575	0.8592253757	6932.362946
5576	0.8592290331	6932.272891
5577	0.8592325264	6932.186878
5578	0.8592367721	6932.082334
5579	0.8592401411	6931.999379
5580	0.8592427204	6931.935866
5581	0.8592472436	6931.824488
5582	0.8592505197	6931.743817
5583	0.8592531852	6931.678179
5584	0.8592571156	6931.581395
5585	0.8592618629	6931.464491
5586	0.859263023	6931.435923
5587	0.8592657156	6931.369616
5588	0.8592731135	6931.187435
5589	0.8592759653	6931.117206
5590	0.8592792579	6931.036119
5591	0.8592826659	6930.95219
5592	0.8592871192	6930.842517
5593	0.8592903266	6930.763526
5594	0.8592925565	6930.708608
5595	0.8592959005	6930.626252
5596	0.8593005114	6930.512693
5597	0.8593062406	6930.371587
5598	0.8593083882	6930.318692
5599	0.8593128922	6930.207762
5600	0.8593149979	6930.155897
5601	0.859319198	6930.052447
5602	0.859323366	6929.949787
5603	0.8593248072	6929.914289
5604	0.8593267241	6929.867075
5605	0.8593293262	6929.802982
5606	0.8593314032	6929.751823
5607	0.859340933	6929.517086
5608	0.8593431053	6929.463577
5609	0.8593465283	6929.379259
5610	0.8593501246	6929.290671
5611	0.8593535318	6929.20674
5612	0.8593566542	6929.129825
5613	0.8593615897	6929.008244
5614	0.8593712968	6928.769115
5615	0.8593746512	6928.686477
5616	0.85937773	6928.610631
5617	0.8593804967	6928.542471
5618	0.8593860704	6928.405157
5619	0.8593877488	6928.363807
5620	0.8593912312	6928.278015
5621	0.8593946609	6928.193515
5622	0.8593985748	6928.097088
5623	0.8594030133	6927.987734
5624	0.8594039396	6927.964912
5625	0.8594140322	6927.716249
5626	0.8594168726	6927.646264
5627	0.8594205978	6927.55448
5628	0.8594273756	6927.387478
5629	0.8594310394	6927.2972
5630	0.8594344205	6927.213889
5631	0.8594374261	6927.139829
5632	0.8594408184	6927.056239
5633	0.8594435359	6926.989277
5634	0.8594461816	6926.924084
5635	0.8594471836	6926.899393
5636	0.8594505003	6926.817663
5637	0.8594549001	6926.709244
5638	0.8594586855	6926.615962
5639	0.8594617257	6926.541043
5640	0.8594643147	6926.477241
5641	0.8594697204	6926.344026
5642	0.8594734587	6926.251902
5643	0.8594753545	6926.205182
5644	0.8594775784	6926.150376
5645	0.8594861693	6925.938654
5646	0.8594891011	6925.8664
5647	0.8594911014	6925.817101
5648	0.8594920927	6925.79267
5649	0.8594953835	6925.711568
5650	0.8594976713	6925.655182
5651	0.8595021043	6925.545925
5652	0.8595068415	6925.429169
5653	0.8595089864	6925.376305
5654	0.8595108933	6925.329305
5655	0.8595135745	6925.263221
5656	0.8595153018	6925.220646
5657	0.8595251616	6924.977621
5658	0.8595295042	6924.870581
5659	0.8595343607	6924.750874
5660	0.8595391758	6924.632184
5661	0.8595414998	6924.574899
5662	0.8595426079	6924.547585
5663	0.8595435855	6924.523487
5664	0.859548369	6924.405571
5665	0.8595515887	6924.326203
5666	0.859555022	6924.24157
5667	0.8595581488	6924.164491
5668	0.8595619121	6924.07172
5669	0.8595634154	6924.034659
5670	0.859564755	6924.001637
5671	0.8595687244	6923.903782
5672	0.8595708062	6923.85246
5673	0.8595764813	6923.712555
5674	0.8595793956	6923.640708
5675	0.8595821587	6923.572589
5676	0.8595842229	6923.521698
5677	0.8595884318	6923.417933
5678	0.8595915184	6923.341836
5679	0.8595942072	6923.275544
5680	0.8595973185	6923.198836
5681	0.8596065448	6922.97136
5682	0.8596085639	6922.921579
5683	0.8596112802	6922.854604
5684	0.8596159814	6922.73869
5685	0.85962045	6922.628512
5686	0.8596237632	6922.546816
5687	0.8596263527	6922.482966
5688	0.8596360122	6922.244785
5689	0.8596392317	6922.165399
5690	0.8596410769	6922.119899
5691	0.8596434656	6922.060996
5692	0.8596460375	6921.997576
5693	0.8596511194	6921.87226
5694	0.8596524271	6921.840013
5695	0.8596609717	6921.629303
5696	0.8596653135	6921.522232
5697	0.8596688746	6921.434411
5698	0.8596717229	6921.364167
5699	0.859673807	6921.312771
5700	0.8596762667	6921.25211
5701	0.8596781107	6921.206635
5702	0.8596842044	6921.056351
5703	0.859686249	6921.005926
5704	0.8596944954	6920.802544
5705	0.8596968584	6920.744264
5706	0.8596996088	6920.676431
5707	0.8597035257	6920.579825
5708	0.8597088822	6920.447709
5709	0.859713034	6920.345307
5710	0.8597204844	6920.161541
5711	0.8597248694	6920.05338
5712	0.8597272639	6919.994319
5713	0.8597303711	6919.917673
5714	0.8597313387	6919.893807
5715	0.8597367462	6919.760422
5716	0.8597388751	6919.707906
5717	0.8597413799	6919.64612
5718	0.8597468145	6919.512061
5719	0.8597562392	6919.279569
5720	0.8597588898	6919.214182
5721	0.8597607015	6919.169491
5722	0.8597636885	6919.095802
5723	0.85976867	6918.97291
5724	0.8597777216	6918.749605
5725	0.8597793526	6918.709368
5726	0.8597810406	6918.667724
5727	0.8597828686	6918.622623
5728	0.8597862526	6918.539136
5729	0.8597885376	6918.482763
5730	0.8597928063	6918.377447
5731	0.8597981189	6918.246373
5732	0.8598046135	6918.086132
5733	0.8598067463	6918.03351
5734	0.8598131127	6917.876429
5735	0.8598147608	6917.835765
5736	0.85981695	6917.781747
5737	0.8598208665	6917.685111
5738	0.8598242614	6917.601343
5739	0.8598274995	6917.521444
5740	0.8598295883	6917.469901
5741	0.8598379383	6917.263862
5742	0.8598403951	6917.203237
5743	0.8598436976	6917.121744
5744	0.8598455562	6917.075879
5745	0.8598501442	6916.962661
5746	0.8598551073	6916.840187
5747	0.8598569038	6916.795854
5748	0.8598613987	6916.684929
5749	0.8598649594	6916.597057
5750	0.8598673285	6916.538592
5751	0.8598702893	6916.465522
5752	0.8598789546	6916.251671
5753	0.8598840389	6916.12619
5754	0.859886858	6916.056616
5755	0.8598886543	6916.012282
5756	0.8598924097	6915.919596
5757	0.8599014666	6915.696062
5758	0.8599040186	6915.633075
5759	0.8599073226	6915.551525
5760	0.8599106756	6915.468765
5761	0.8599130103	6915.411139
5762	0.8599148242	6915.366369
5763	0.8599232349	6915.158765
5764	0.8599249138	6915.117325
5765	0.8599266992	6915.073253
5766	0.8599284804	6915.029286
5767	0.8599318456	6914.946221
5768	0.8599373806	6914.809593
5769	0.8599400889	6914.742738
5770	0.8599483196	6914.53956
5771	0.8599536204	6914.408707
5772	0.8599553756	6914.365375
5773	0.8599591238	6914.272847
5774	0.8599617925	6914.206964
5775	0.8599652761	6914.120966
5776	0.8599676882	6914.061417
5777	0.8599692924	6914.021813
5778	0.8599749136	6913.883038
5779	0.8599829603	6913.68438
5780	0.8599852794	6913.627123
5781	0.8599877491	6913.56615
5782	0.8599896832	6913.518397
5783	0.8599939969	6913.411895
5784	0.8599967843	6913.343073
5785	0.8600039581	6913.16595
5786	0.8600078698	6913.069367
5787	0.8600110751	6912.990225
5788	0.8600120006	6912.967375
5789	0.860015108	6912.890648
5790	0.8600160414	6912.8676
5791	0.8600212978	6912.73781
5792	0.8600253536	6912.637662
5793	0.8600262734	6912.61495
5794	0.8600285629	6912.558417
5795	0.8600302706	6912.51625
5796	0.8600357136	6912.381843
5797	0.8600438221	6912.181616
5798	0.8600480979	6912.076028
5799	0.8600493783	6912.044409
5800	0.8600525411	6911.966304
5801	0.8600548612	6911.909009
5802	0.8600592474	6911.800691
5803	0.8600619929	6911.73289
5804	0.860065031	6911.657861
5805	0.8600737438	6911.442687
5806	0.8600759144	6911.389079
5807	0.8600791215	6911.309873
5808	0.8600824806	6911.226913
5809	0.8600874268	6911.104754
5810	0.8600893047	6911.058373
5811	0.8600915776	6911.002237
5812	0.8600945513	6910.928791
5813	0.8600982753	6910.836813
5814	0.8601004986	6910.781899
5815	0.8601050816	6910.668702
5816	0.8601082846	6910.589589
5817	0.8601092254	6910.566352
5818	0.860112785	6910.47843
5819	0.8601159379	6910.400551
5820	0.8601185678	6910.335592
5821	0.860119494	6910.312715
5822	0.8601226438	6910.23491
5823	0.8601244418	6910.190498
5824	0.8601256052	6910.161761
5825	0.860127366	6910.118267
5826	0.8601300394	6910.05223
5827	0.8601336463	6909.963132
5828	0.8601366459	6909.889036
5829	0.8601383176	6909.847741
5830	0.8601414662	6909.769963
5831	0.8601443695	6909.698244
5832	0.8601459982	6909.65801
5833	0.8601498922	6909.561813
5834	0.8601522251	6909.504184
5835	0.8601538366	6909.464373
5836	0.8601555711	6909.421525
5837	0.8601596512	6909.32073
5838	0.8601685265	6909.101466
5839	0.8601709046	6909.042717
5840	0.8601750616	6908.940015
5841	0.8601763609	6908.907914
5842	0.8601783738	6908.858184
5843	0.8601863013	6908.662326
5844	0.8601881163	6908.617482
5845	0.8601905121	6908.558289
5846	0.8601946676	6908.455618
5847	0.8601977379	6908.379759
5848	0.8602015521	6908.285519
5849	0.8602051771	6908.195951
5850	0.8602090198	6908.101005
5851	0.860211017	6908.051655
5852	0.8602155733	6907.939072
5853	0.8602188789	6907.857395
5854	0.860221089	6907.802784
5855	0.8602239888	6907.73113
5856	0.8602265454	6907.667956
5857	0.8602274892	6907.644633
5858	0.8602322605	6907.526733
5859	0.8602353115	6907.45134
5860	0.8602370367	6907.408709
5861	0.8602401621	6907.331476
5862	0.8602417105	6907.293213
5863	0.8602502642	6907.081834
5864	0.8602543358	6906.981215
5865	0.8602624489	6906.780714
5866	0.8602654969	6906.705387
5867	0.8602666876	6906.675962
5868	0.8602713489	6906.560762
5869	0.86027236	6906.535773
5870	0.8602758214	6906.450228
5871	0.860278367	6906.387314
5872	0.8602798819	6906.349873
5873	0.8602879701	6906.149971
5874	0.8602941299	6905.997724
5875	0.860301804	6905.808049
5876	0.8603038282	6905.758016
5877	0.8603088812	6905.63312
5878	0.8603118264	6905.560322
5879	0.8603161429	6905.453626
5880	0.8603191035	6905.380445
5881	0.8603204514	6905.347128
5882	0.8603236125	6905.268988
5883	0.860325425	6905.224185
5884	0.8603284509	6905.149387
5885	0.8603318093	6905.06637
5886	0.8603337437	6905.018552
5887	0.8603373818	6904.92862
5888	0.8603396061	6904.873634
5889	0.8603419069	6904.816758
5890	0.8603503451	6904.60816
5891	0.8603512528	6904.58572
5892	0.8603530901	6904.540299
5893	0.8603610301	6904.344008
5894	0.8603663506	6904.212472
5895	0.8603688643	6904.150327
5896	0.8603711949	6904.092709
5897	0.860373707	6904.0306
5898	0.8603767028	6903.956534
5899	0.8603788097	6903.904444
5900	0.8603818838	6903.828442
5901	0.8603860206	6903.726163
5902	0.8603881121	6903.674451
5903	0.8603961642	6903.475365
5904	0.8604045505	6903.268007
5905	0.8604077287	6903.189424
5906	0.8604128279	6903.063338
5907	0.8604168922	6902.962841
5908	0.8604221931	6902.831763
5909	0.8604241532	6902.783295
5910	0.8604264301	6902.726991
5911	0.8604305555	6902.624978
5912	0.8604344786	6902.527967
5913	0.8604361606	6902.486374
5914	0.8604386346	6902.425192
5915	0.8604424085	6902.331867
5916	0.8604463935	6902.233322
5917	0.8604481322	6902.190322
5918	0.860451137	6902.116014
5919	0.8604572747	6901.964227
5920	0.8604622258	6901.841781
5921	0.8604661323	6901.745169
5922	0.8604706376	6901.633745
5923	0.8604727186	6901.582279
5924	0.8604744301	6901.53995
5925	0.8604764714	6901.489465
5926	0.8604795268	6901.413896
5927	0.8604816836	6901.360554
5928	0.8604842599	6901.296833
5929	0.8604848917	6901.281206
5930	0.8604888924	6901.182256
5931	0.8604921806	6901.100927
5932	0.8604966381	6900.990675
5933	0.8604984247	6900.946486
5934	0.8605013572	6900.873952
5935	0.8605038603	6900.812039
5936	0.8605063629	6900.750137
5937	0.8605118457	6900.614518
5938	0.8605154872	6900.524445
5939	0.8605184622	6900.450854
5940	0.8605213348	6900.379797
5941	0.8605237165	6900.320883
5942	0.8605257795	6900.269851
5943	0.8605287696	6900.195885
5944	0.8605314815	6900.1288
5945	0.8605343785	6900.057137
5946	0.8605373725	6899.983073
5947	0.8605421957	6899.863756
5948	0.8605433354	6899.835563
5949	0.8605456548	6899.778184
5950	0.8605473605	6899.735987
5951	0.8605500682	6899.669002
5952	0.8605530019	6899.596425
5953	0.860556048	6899.521067
5954	0.8605597618	6899.429188
5955	0.8605624882	6899.361738
5956	0.860564229	6899.31867
5957	0.8605672607	6899.243666
5958	0.8605719784	6899.126948
5959	0.8605754104	6899.042036
5960	0.8605803931	6898.918757
5961	0.8605844587	6898.818166
5962	0.8605890872	6898.703649
5963	0.8605916309	6898.640711
5964	0.8605941285	6898.578914
5965	0.8605958592	6898.536092
5966	0.8605970636	6898.506291
5967	0.8606002721	6898.426902
5968	0.8606038849	6898.337509
5969	0.8606080389	6898.234723
5970	0.8606100852	6898.184089
5971	0.8606182586	6897.981842
5972	0.8606201707	6897.934528
5973	0.8606210981	6897.911578
5974	0.8606259689	6897.791048
5975	0.8606315973	6897.651768
5976	0.8606344574	6897.580991
5977	0.8606409872	6897.419401
5978	0.8606448201	6897.324549
5979	0.8606525332	6897.133668
5980	0.8606545968	6897.082598
5981	0.8606568242	6897.027473
5982	0.8606598579	6896.952393
5983	0.860662266	6896.892796
5984	0.8606661837	6896.795837
5985	0.8606678388	6896.754875
5986	0.8606726174	6896.636607
5987	0.8606757896	6896.558094
5988	0.8606787326	6896.485254
5989	0.8606838475	6896.358658
5990	0.8606867961	6896.285678
5991	0.860688588	6896.241327
5992	0.8606906595	6896.190054
5993	0.8606948596	6896.086095
5994	0.8606957238	6896.064704
5995	0.8607017371	6895.915864
5996	0.8607072456	6895.779513
5997	0.860709878	6895.714354
5998	0.8607107164	6895.693602
5999	0.8607132437	6895.631042
6000	0.8607151427	6895.584035
6001	0.8607165019	6895.550391
6002	0.860719311	6895.480853
6003	0.8607214953	6895.426783
6004	0.8607249281	6895.341809
6005	0.8607280451	6895.264648
6006	0.8607307278	6895.198239
6007	0.8607342191	6895.11181
6008	0.8607355517	6895.078821
6009	0.8607393052	6894.985901
6010	0.8607421727	6894.914914
6011	0.860746576	6894.805906
6012	0.8607542801	6894.615178
6013	0.8607559057	6894.574933
6014	0.8607584187	6894.512718
6015	0.8607605565	6894.459791
6016	0.8607649888	6894.350059
6017	0.8607660541	6894.323683
6018	0.8607681908	6894.270781
6019	0.8607700032	6894.22591
6020	0.8607722766	6894.169625
6021	0.8607750207	6894.101684
6022	0.8607766864	6894.060444
6023	0.8607786188	6894.012599
6024	0.860780215	6893.973078
6025	0.8607822916	6893.921662
6026	0.8607880041	6893.780222
6027	0.8607894356	6893.744779
6028	0.8607974782	6893.545641
6029	0.8608019197	6893.435664
6030	0.8608069285	6893.311639
6031	0.860808638	6893.269308
6032	0.8608111438	6893.207259
6033	0.8608128203	6893.165746
6034	0.8608155491	6893.098175
6035	0.8608183728	6893.028252
6036	0.8608209589	6892.964213
6037	0.8608224785	6892.926584
6038	0.8608274322	6892.803913
6039	0.8608289771	6892.765657
6040	0.8608329433	6892.667438
6041	0.8608358338	6892.595857
6042	0.8608436037	6892.403438
6043	0.8608508531	6892.223904
6044	0.8608580727	6892.045105
6045	0.8608598739	6892.000496
6046	0.8608625897	6891.933234
6047	0.8608702199	6891.744257
6048	0.8608722139	6891.694872
6049	0.860874188	6891.645979
6050	0.8608811617	6891.473253
6051	0.8608830197	6891.427234
6052	0.8608869162	6891.330724
6053	0.8608887034	6891.286456
6054	0.8608916505	6891.213458
6055	0.8608975	6891.068571
6056	0.8608988947	6891.034023
6057	0.860901964	6890.957997
6058	0.8609058548	6890.86162
6059	0.8609076971	6890.815986
6060	0.8609107767	6890.7397
6061	0.8609188418	6890.539918
6062	0.8609207178	6890.493447
6063	0.8609226831	6890.444762
6064	0.8609260731	6890.360784
6065	0.8609274523	6890.326618
6066	0.8609288975	6890.290819
6067	0.8609358826	6890.117777
6068	0.8609367633	6890.09596
6069	0.8609404774	6890.003949
6070	0.8609430722	6889.939665
6071	0.8609457408	6889.873554
6072	0.8609483269	6889.809485
6073	0.8609502028	6889.76301
6074	0.8609546038	6889.653977
6075	0.8609555317	6889.630989
6076	0.8609573088	6889.586962
6077	0.8609608987	6889.49802
6078	0.8609651629	6889.392372
6079	0.8609661341	6889.36831
6080	0.8609713561	6889.238931
6081	0.8609748088	6889.153383
