iter	R2	RMSE
122	0.6986630483	10142.5066
123	0.7001571637	10117.33062
124	0.7016232549	10092.5658
125	0.7030586179	10068.26103
126	0.7044861315	10044.03083
127	0.7059151004	10019.71725
128	0.7072763628	9996.500685
129	0.7086266087	9973.418615
130	0.7099562775	9950.63598
131	0.7112822909	9927.86391
132	0.7125591504	9905.886501
133	0.7138568602	9883.500142
134	0.7151002052	9862.003944
135	0.7163385041	9840.548319
136	0.7175385799	9819.71024
137	0.7187409824	9798.787318
138	0.7199030693	9778.523383
139	0.7210638002	9758.241088
140	0.722205548	9738.249285
141	0.7233010932	9719.027821
142	0.7243822484	9700.021492
143	0.7254260569	9681.636303
144	0.7264869691	9662.914009
145	0.7275030229	9644.94928
146	0.7285450032	9626.491326
147	0.7295221163	9609.150237
148	0.730527512	9591.274483
149	0.7314883016	9574.160629
150	0.732460493	9556.812489
151	0.7333708445	9540.539244
152	0.7342760908	9524.329687
153	0.7351725314	9508.250575
154	0.7360536628	9492.419517
155	0.7369046455	9477.105028
156	0.7377946133	9461.062435
157	0.7386463906	9445.682748
158	0.7394774814	9430.652401
159	0.7402672747	9416.346691
160	0.7410704715	9401.775875
161	0.7418830477	9387.011891
162	0.742665809	9372.767632
163	0.7435293621	9357.028013
164	0.7442636306	9343.623954
165	0.7450247522	9329.709364
166	0.745751221	9316.408902
167	0.7464411596	9303.759644
168	0.7471511896	9290.724052
169	0.7478299262	9278.245859
170	0.7485334605	9265.294038
171	0.7491823894	9253.331412
172	0.7498122422	9241.705631
173	0.7504791376	9229.380162
174	0.7511040672	9217.815339
175	0.7517356552	9206.112537
176	0.7523181755	9195.305716
177	0.752910438	9184.305123
178	0.7535098146	9173.158961
179	0.754078511	9162.570801
180	0.7546473449	9151.967827
181	0.7552114403	9141.441034
182	0.755751627	9131.349034
183	0.7563178001	9120.759559
184	0.7568485438	9110.821566
185	0.7573718065	9101.013028
186	0.7578850301	9091.382393
187	0.7583986398	9081.734287
188	0.7588778101	9072.723872
189	0.7593675966	9063.504571
190	0.7598281945	9054.826123
191	0.760321354	9045.524932
192	0.7609061964	9034.482151
193	0.7613735368	9025.648287
194	0.7618339337	9016.937212
195	0.7622816787	9008.457441
196	0.76269107	9000.69705
197	0.7633175334	8988.80889
198	0.7637665313	8980.278743
199	0.7641809234	8972.398849
200	0.7645908178	8964.597665
201	0.7651409209	8954.117323
202	0.7655454933	8946.40174
203	0.7659223238	8939.209229
204	0.7663297809	8931.425636
205	0.7666939755	8924.462735
206	0.7673103824	8912.665486
207	0.7676851776	8905.484739
208	0.7680676742	8898.150465
209	0.7684197214	8891.394704
210	0.7688100771	8883.8978
211	0.769374162	8873.053181
212	0.7699202982	8862.540986
213	0.770253501	8856.121268
214	0.7707872296	8845.828372
215	0.7711373626	8839.069586
216	0.7715381784	8831.326095
217	0.7718867982	8824.585472
218	0.7721976726	8818.570316
219	0.7726721901	8809.380884
220	0.7729907229	8803.206848
221	0.7733639998	8795.966207
222	0.7736541247	8790.334388
223	0.7739442104	8784.699719
224	0.7744639532	8774.595108
225	0.7747575899	8768.881205
226	0.775062395	8762.946033
227	0.7753379409	8757.577135
228	0.77561215	8752.231016
229	0.7760790287	8743.120991
230	0.7763305692	8738.20884
231	0.7766298147	8732.361494
232	0.7770851279	8723.457022
233	0.7775140829	8715.059708
234	0.7779244469	8707.018754
235	0.7783295156	8699.074272
236	0.7787325511	8691.162459
237	0.7789509064	8686.873013
238	0.7792107328	8681.766132
239	0.7795808126	8674.487033
240	0.7799354922	8667.505104
241	0.7802240427	8661.820786
242	0.7805947505	8654.512526
243	0.7808396631	8649.680849
244	0.7810610422	8645.31112
245	0.781269018	8641.203942
246	0.7814856587	8636.923568
247	0.7816854664	8632.973901
248	0.7819452046	8627.836861
249	0.7821578991	8623.627962
250	0.7823916477	8619.000065
251	0.7826133669	8614.608035
252	0.7827880695	8611.145778
253	0.7830002392	8606.939125
254	0.7832022564	8602.931851
255	0.783610193	8594.834204
256	0.7838054535	8590.955532
257	0.7839826424	8587.434318
258	0.784339094	8580.346305
259	0.7845509502	8576.130783
260	0.7847250241	8572.665504
261	0.7850642864	8565.907801
262	0.7852450696	8562.304634
263	0.7855229587	8556.763105
264	0.7857105311	8553.020599
265	0.7858755611	8549.72651
266	0.7860598934	8546.045636
267	0.7862209539	8542.828172
268	0.7864678375	8537.893887
269	0.7866738827	8533.773626
270	0.7870068918	8527.110274
271	0.7871528958	8524.18716
272	0.7873133867	8520.972853
273	0.7875312261	8516.608029
274	0.787687732	8513.470756
275	0.7878594467	8510.027281
276	0.7879988407	8507.230923
277	0.7881381442	8504.435463
278	0.7883263931	8500.656335
279	0.7885080529	8497.00789
280	0.7886701311	8493.751398
281	0.788873342	8489.666699
282	0.7890310787	8486.49471
283	0.7891896454	8483.304838
284	0.7893272957	8480.534764
285	0.7894755442	8477.550399
286	0.7896339983	8474.359429
287	0.7899149934	8468.697751
288	0.7902043854	8462.862926
289	0.7903756534	8459.407865
290	0.7906086979	8454.704292
291	0.7907444279	8451.963627
292	0.7908829765	8449.16513
293	0.7910537226	8445.715013
294	0.7911723277	8443.317635
295	0.7914539229	8437.622986
296	0.7917429663	8431.773716
297	0.7919331625	8427.922567
298	0.792072315	8425.10385
299	0.7923100115	8420.286815
300	0.7924438197	8417.573913
301	0.7926256444	8413.886096
302	0.7927497352	8411.368327
303	0.7928753043	8408.819793
304	0.7929949071	8406.391634
305	0.7931022096	8404.212597
306	0.7932176224	8401.868228
307	0.7933227781	8399.731642
308	0.7934146084	8397.865363
309	0.7935163319	8395.797536
310	0.7936321589	8393.442394
311	0.7937449988	8391.147354
312	0.7940165711	8385.621297
313	0.7942391413	8381.089637
314	0.7944067973	8377.674444
315	0.7944964646	8375.847328
316	0.7947161075	8371.370064
317	0.7948285218	8369.077651
318	0.7950379381	8364.805447
319	0.7952999453	8359.457287
320	0.7954314494	8356.771701
321	0.7955161064	8355.042371
322	0.7956216427	8352.88603
323	0.7957043292	8351.196173
324	0.795853176	8348.153338
325	0.7960399332	8344.333945
326	0.7961289257	8342.513333
327	0.7963694448	8337.590797
328	0.7965880065	8333.115124
329	0.7966642059	8331.554158
330	0.7967447423	8329.904032
331	0.7968961841	8326.800224
332	0.7970693943	8323.248852
333	0.7972082447	8320.400873
334	0.7973855878	8316.761946
335	0.7975003193	8314.406908
336	0.7977031013	8310.242866
337	0.7978003047	8308.246096
338	0.797875597	8306.699096
339	0.7979962678	8304.219126
340	0.7982085414	8299.854776
341	0.7983140006	8297.685678
342	0.7983935903	8296.048294
343	0.7984904152	8294.055896
344	0.7985604514	8292.614439
345	0.7986539054	8290.690615
346	0.798768583	8288.329278
347	0.7988548982	8286.55151
348	0.7990258896	8283.028606
349	0.7991995263	8279.449665
350	0.7992637398	8278.125726
351	0.7994180535	8274.943259
352	0.7994943944	8273.368399
353	0.7995843471	8271.512353
354	0.7997233746	8268.642897
355	0.7999132755	8264.721833
356	0.8000239508	8262.435758
357	0.8001997969	8258.80223
358	0.8002636445	8257.482545
359	0.8003558008	8255.577367
360	0.8005380771	8251.807811
361	0.8007032978	8248.389484
362	0.8007634974	8247.143636
363	0.8008432757	8245.492309
364	0.8009238674	8243.82381
365	0.8010100547	8242.039092
366	0.8011097647	8239.973871
367	0.801260473	8236.851375
368	0.8013256152	8235.501339
369	0.8015101115	8231.676557
370	0.801571833	8230.396616
371	0.8016714165	8228.331095
372	0.801772404	8226.235925
373	0.8018466823	8224.694546
374	0.8019313625	8222.936959
375	0.802011893	8221.265154
376	0.8021593168	8218.203767
377	0.8022510081	8216.299143
378	0.8023049755	8215.177915
379	0.8023559465	8214.118802
380	0.8024161768	8212.867117
381	0.8024747183	8211.650345
382	0.8025668902	8209.734205
383	0.8026180632	8208.67019
384	0.8027654675	8205.60451
385	0.8028411159	8204.030748
386	0.8028852017	8203.113464
387	0.8029644031	8201.465279
388	0.8030185995	8200.337257
389	0.8030922765	8198.803527
390	0.8031670782	8197.24609
391	0.8032343087	8195.846041
392	0.8033039468	8194.395601
393	0.8034318757	8191.730396
394	0.8034824795	8190.675904
395	0.8035694918	8188.862404
396	0.8036312006	8187.576036
397	0.8036897142	8186.356084
398	0.8037598398	8184.893796
399	0.8038173892	8183.693557
400	0.8039560719	8180.800494
401	0.8040080895	8179.715089
402	0.8040590219	8178.65219
403	0.8041420201	8176.919818
404	0.8041893891	8175.930948
405	0.8042545103	8174.571292
406	0.8043043071	8173.531438
407	0.8043709629	8172.139327
408	0.8044441282	8170.610994
409	0.8045591603	8168.207536
410	0.8046010872	8167.331348
411	0.8047371165	8164.487959
412	0.8047837533	8163.512894
413	0.8048277157	8162.593635
414	0.8049394793	8160.256185
415	0.8050055145	8158.874795
416	0.8051412463	8156.034683
417	0.8052132318	8154.528028
418	0.8052747302	8153.240646
419	0.805379021	8151.057
420	0.8054398828	8149.782402
421	0.8054846026	8148.845731
422	0.8055904537	8146.628217
423	0.8056970587	8144.394298
424	0.8057526367	8143.229412
425	0.8058000685	8142.235134
426	0.8059175884	8139.771127
427	0.8060205207	8137.612364
428	0.8061377728	8135.152576
429	0.8061789542	8134.288472
430	0.8062177854	8133.473597
431	0.8063202697	8131.322565
432	0.8063555689	8130.581541
433	0.8063912919	8129.831552
434	0.8065006026	8127.536194
435	0.806563594	8126.213174
436	0.8066632607	8124.119418
437	0.8067173903	8122.98206
438	0.8068354176	8120.501549
439	0.8068856426	8119.445768
440	0.8069207697	8118.707279
441	0.8070261666	8116.491081
442	0.8071323523	8114.257687
443	0.8071771255	8113.315791
444	0.8072695649	8111.370793
445	0.8073090994	8110.538815
446	0.8074137728	8108.335615
447	0.8074973734	8106.575532
448	0.8075341632	8105.800857
449	0.8075789784	8104.857095
450	0.8076678779	8102.984635
451	0.8077449614	8101.360702
452	0.8077887944	8100.437119
453	0.8078727399	8098.66805
454	0.8079265455	8097.533948
455	0.8080194451	8095.575456
456	0.8080541889	8094.842871
457	0.8081379182	8093.077141
458	0.8081736565	8092.323354
459	0.8082556376	8090.593955
460	0.8083096688	8089.45396
461	0.8084071221	8087.397403
462	0.8084930182	8085.584303
463	0.808550917	8084.361944
464	0.808634175	8082.603876
465	0.8086861055	8081.507121
466	0.80877426	8079.64499
467	0.8088671947	8077.681418
468	0.8089027629	8076.92979
469	0.8089523531	8075.88173
470	0.8089913182	8075.058131
471	0.8090446097	8073.931581
472	0.8090988467	8072.78488
473	0.8091783678	8071.103319
474	0.8092101916	8070.430272
475	0.8092442921	8069.709012
476	0.80932454	8068.011435
477	0.8093994809	8066.425801
478	0.8094682674	8064.970109
479	0.8095136188	8064.010218
480	0.8095745619	8062.720138
481	0.8096057268	8062.060341
482	0.8096721103	8060.654745
483	0.8097300939	8059.42681
484	0.8097638744	8058.711342
485	0.8098413382	8057.07043
486	0.8098719066	8056.422808
487	0.8099070721	8055.677727
488	0.8099412081	8054.954395
489	0.8099902795	8053.914471
490	0.8100366466	8052.931733
491	0.8100655256	8052.319591
492	0.8101429587	8050.678026
493	0.8102044859	8049.373424
494	0.8102537498	8048.328695
495	0.810327946	8046.754977
496	0.8103804322	8045.64155
497	0.810439136	8044.396038
498	0.8104688935	8043.764605
499	0.8105096315	8042.90009
500	0.8105383349	8042.290912
501	0.8105666538	8041.689846
502	0.8106207583	8040.541361
503	0.8106665446	8039.56932
504	0.8107304729	8038.211927
505	0.8107694411	8037.384403
506	0.8108084658	8036.555592
507	0.810883946	8034.952291
508	0.8109334572	8033.900434
509	0.810979269	8032.927048
510	0.8110072831	8032.331761
511	0.8110489181	8031.446953
512	0.8110961738	8030.442577
513	0.8111417141	8029.474544
514	0.8112027496	8028.17695
515	0.8112624349	8026.907857
516	0.8113349018	8025.366721
517	0.8113623979	8024.781889
518	0.81139568	8024.073935
519	0.8114407651	8023.114817
520	0.8114740847	8022.405918
521	0.8114939922	8021.982342
522	0.8115425641	8020.948774
523	0.8115777739	8020.199454
524	0.8116423904	8018.824136
525	0.8116992454	8017.61382
526	0.8117511444	8016.508846
527	0.8118019565	8015.426865
528	0.8118284845	8014.861925
529	0.8118854186	8013.649326
530	0.8119140697	8013.039037
531	0.8119534565	8012.199993
532	0.8119960475	8011.292593
533	0.8120186672	8010.810639
534	0.8120611424	8009.905549
535	0.8120983427	8009.112776
536	0.8121214277	8008.620774
537	0.8121672024	8007.645106
538	0.8122151063	8006.623927
539	0.8122556215	8005.760152
540	0.8123011775	8004.788797
541	0.8123209652	8004.366843
542	0.8123470794	8003.80995
543	0.8124009501	8002.661015
544	0.812441146	8001.803625
545	0.8124992594	8000.563885
546	0.8125416522	7999.659395
547	0.8125938573	7998.545408
548	0.812621139	7997.963191
549	0.8126626503	7997.077221
550	0.8127098568	7996.06958
551	0.812741743	7995.388885
552	0.8127643347	7994.906569
553	0.8127907704	7994.342152
554	0.8128388624	7993.315255
555	0.8128794041	7992.449478
556	0.8129302577	7991.363353
557	0.8129626317	7990.671837
558	0.8130072562	7989.718549
559	0.8130506068	7988.792364
560	0.8130812593	7988.137411
561	0.8131305458	7987.084191
562	0.8131813437	7985.998526
563	0.8132138177	7985.304409
564	0.8132620534	7984.273278
565	0.81328729	7983.733746
566	0.8133261927	7982.901973
567	0.813363287	7982.108784
568	0.8133938974	7981.454183
569	0.8134262781	7980.761664
570	0.8134663573	7979.904417
571	0.8134915434	7979.365668
572	0.8135262529	7978.623148
573	0.8135605978	7977.888358
574	0.8135779855	7977.516333
575	0.8136024162	7976.993589
576	0.8136380107	7976.231907
577	0.8136769681	7975.398183
578	0.813732352	7974.212764
579	0.8137779873	7973.235869
580	0.8138218541	7972.296719
581	0.8138444629	7971.81264
582	0.8138875157	7970.890753
583	0.8139164612	7970.270885
584	0.8139572288	7969.397766
585	0.8139974818	7968.535572
586	0.814020088	7968.051321
587	0.814057343	7967.253211
588	0.8140904735	7966.543394
589	0.8141340175	7965.610372
590	0.814173774	7964.758408
591	0.8142181764	7963.806778
592	0.8142569917	7962.974799
593	0.8142836868	7962.402557
594	0.8143117506	7961.800929
595	0.8143283234	7961.445624
596	0.8143644003	7960.672112
597	0.8143844419	7960.242376
598	0.8144209102	7959.460353
599	0.8144485352	7958.867916
600	0.8144639894	7958.536471
601	0.8144933902	7957.905873
602	0.8145215017	7957.302885
603	0.8145447989	7956.803126
604	0.814575727	7956.139627
605	0.814608696	7955.432282
606	0.8146381936	7954.799363
607	0.814667682	7954.16659
608	0.8146946869	7953.587066
609	0.8147199831	7953.044171
610	0.8147433792	7952.542023
611	0.8147832761	7951.685647
612	0.8148049793	7951.219753
613	0.8148227625	7950.837991
614	0.814857513	7950.091926
615	0.8148776888	7949.658735
616	0.8149144228	7948.869967
617	0.8149562492	7947.971756
618	0.8149955609	7947.127456
619	0.8150328241	7946.327069
620	0.8150463756	7946.035974
621	0.81506966	7945.535781
622	0.8151110096	7944.647438
623	0.8151338484	7944.156734
624	0.8151567994	7943.663588
625	0.8151869771	7943.015115
626	0.8152139135	7942.436249
627	0.8152351649	7941.979525
628	0.8152590533	7941.466095
629	0.8152905623	7940.788827
630	0.8153150357	7940.262746
631	0.8153486083	7939.541011
632	0.8153835391	7938.790007
633	0.8154176262	7938.057074
634	0.8154511125	7937.336993
635	0.8154851424	7936.605158
636	0.8155064009	7936.147944
637	0.8155336802	7935.561202
638	0.8155587518	7935.021905
639	0.8155785114	7934.596845
640	0.8156190795	7933.724092
641	0.8156458739	7933.147603
642	0.8156834131	7932.339866
643	0.8157176274	7931.603601
644	0.8157409473	7931.101735
645	0.8157717079	7930.439689
646	0.8158091294	7929.634211
647	0.815840784	7928.952797
648	0.8158720045	7928.280672
649	0.8158994481	7927.689809
650	0.8159150375	7927.354148
651	0.8159500639	7926.599932
652	0.8159741056	7926.082205
653	0.81601817	7925.13321
654	0.8160417279	7924.625809
655	0.8160806861	7923.786637
656	0.8161038839	7923.286905
657	0.8161218881	7922.899036
658	0.8161484515	7922.326736
659	0.8161762879	7921.726966
660	0.8162026803	7921.158265
661	0.8162171231	7920.847036
662	0.8162424056	7920.302194
663	0.8162626742	7919.865374
664	0.8162880238	7919.319016
665	0.8163154096	7918.728732
666	0.816342034	7918.154816
667	0.8163798488	7917.339608
668	0.8164022496	7916.856654
669	0.8164175726	7916.526277
670	0.8164371764	7916.103586
671	0.8164563495	7915.690155
672	0.8164890718	7914.984517
673	0.8165103389	7914.52587
674	0.8165369349	7913.952262
675	0.8165597345	7913.460499
676	0.8165768143	7913.092085
677	0.816603633	7912.51357
678	0.8166243273	7912.067136
679	0.8166455747	7911.608746
680	0.8166841616	7910.776202
681	0.8166989411	7910.457301
682	0.8167329984	7909.722385
683	0.816757052	7909.203298
684	0.8167789832	7908.729982
685	0.8168042735	7908.184135
686	0.8168208433	7907.826486
687	0.816841912	7907.371705
688	0.8168624318	7906.928749
689	0.816888307	7906.370151
690	0.8169075618	7905.954449
691	0.8169235941	7905.608303
692	0.816953474	7904.963139
693	0.8169906434	7904.160508
694	0.8170110887	7903.71898
695	0.8170404853	7903.084101
696	0.8170549231	7902.772269
697	0.8170851307	7902.119796
698	0.8171269829	7901.215714
699	0.8171473153	7900.776461
700	0.8171688366	7900.311496
701	0.8171932726	7899.783526
702	0.817218949	7899.228719
703	0.8172411542	7898.748883
704	0.8172769815	7897.974628
705	0.8173013784	7897.447346
706	0.8173206675	7897.030433
707	0.8173539	7896.3121
708	0.8173726446	7895.906897
709	0.8173979622	7895.359575
710	0.8174252768	7894.769037
711	0.8174569976	7894.083183
712	0.817477478	7893.640332
713	0.8175041574	7893.063402
714	0.8175247563	7892.617932
715	0.8175554506	7891.954093
716	0.817572588	7891.58343
717	0.8176045457	7890.892175
718	0.8176230762	7890.491326
719	0.8176506624	7889.894549
720	0.8176687783	7889.502619
721	0.8176807409	7889.243804
722	0.8176999368	7888.828473
723	0.8177263874	7888.256142
724	0.8177422497	7887.912899
725	0.8177764633	7887.172502
726	0.8178068273	7886.515353
727	0.8178260051	7886.100271
728	0.8178532718	7885.510076
729	0.8178944667	7884.618319
730	0.8179241856	7883.974924
731	0.8179414243	7883.601694
732	0.8179563925	7883.277606
733	0.8179917691	7882.511589
734	0.8180075942	7882.168901
735	0.8180287266	7881.71126
736	0.8180599204	7881.035684
737	0.8180894118	7880.396922
738	0.8181115048	7879.918372
739	0.8181379635	7879.345218
740	0.8181547394	7878.981796
741	0.8181822093	7878.386666
742	0.818212613	7877.727924
743	0.8182448242	7877.029959
744	0.8182604525	7876.691296
745	0.8182840024	7876.180947
746	0.8183138824	7875.533371
747	0.8183350682	7875.074188
748	0.8183636011	7874.45572
749	0.8183765194	7874.175694
750	0.8183976548	7873.717523
751	0.8184279774	7873.060149
752	0.8184499368	7872.584049
753	0.8184635804	7872.288228
754	0.818485064	7871.822399
755	0.8185074434	7871.337116
756	0.8185376103	7870.68292
757	0.8185630546	7870.131093
758	0.8185811542	7869.738535
759	0.8185944591	7869.449953
760	0.8186226085	7868.839363
761	0.818648211	7868.283978
762	0.8186902726	7867.371464
763	0.818712843	7866.881762
764	0.818750338	7866.068179
765	0.8187680389	7865.684068
766	0.818786454	7865.28444
767	0.8188120785	7864.728325
768	0.8188401849	7864.118302
769	0.8188554661	7863.786618
770	0.8188689399	7863.494153
771	0.8188862601	7863.11818
772	0.8189161616	7862.469061
773	0.8189505454	7861.722571
774	0.8189804633	7861.07298
775	0.8189952957	7860.750913
776	0.819009189	7860.449226
777	0.8190357349	7859.872759
778	0.819063647	7859.26658
779	0.8190819296	7858.869502
780	0.8191151574	7858.14778
781	0.8191351824	7857.712797
782	0.8191656838	7857.050199
783	0.8191987616	7856.331569
784	0.8192160258	7855.956469
785	0.8192393511	7855.449655
786	0.8192703304	7854.776481
787	0.819286617	7854.422552
788	0.8193006379	7854.117849
789	0.8193148741	7853.808454
790	0.8193386069	7853.292642
791	0.8193521174	7852.998988
792	0.8193730121	7852.544814
793	0.8193883689	7852.210998
794	0.8194094533	7851.752655
795	0.8194317397	7851.268154
796	0.819455314	7850.755621
797	0.8194854401	7850.100597
798	0.8195143402	7849.472178
799	0.8195234907	7849.273193
800	0.819545154	7848.802091
801	0.8195595162	7848.489745
802	0.8195798049	7848.048492
803	0.8195940046	7847.739651
804	0.8196093392	7847.406113
805	0.8196263197	7847.036758
806	0.8196448164	7846.634404
807	0.8196769873	7845.934551
808	0.8196956412	7845.52872
809	0.8197163127	7845.078972
810	0.8197340865	7844.692246
811	0.819750508	7844.334929
812	0.8197702092	7843.906225
813	0.8197795534	7843.702885
814	0.8198050096	7843.148902
815	0.819833491	7842.52904
816	0.8198505419	7842.157924
817	0.8198706736	7841.719731
818	0.8198817103	7841.479491
819	0.8199075622	7840.916737
820	0.8199170798	7840.709545
821	0.8199466865	7840.06499
822	0.8199681459	7839.597773
823	0.8199817043	7839.302563
824	0.8200002913	7838.897844
825	0.8200220525	7838.423985
826	0.8200334819	7838.175096
827	0.820052093	7837.769794
828	0.8200607955	7837.58027
829	0.8200811398	7837.137191
830	0.8201043336	7836.632022
831	0.8201191317	7836.309697
832	0.8201525269	7835.582252
833	0.8201954929	7834.646225
834	0.8202103085	7834.323439
835	0.8202227082	7834.053275
836	0.8202437343	7833.59514
837	0.8202578306	7833.287984
838	0.8202779717	7832.849089
839	0.8202925413	7832.531589
840	0.8203057425	7832.243897
841	0.8203253453	7831.816677
842	0.8203521298	7831.232902
843	0.8203624715	7831.007489
844	0.8203918272	7830.367606
845	0.8204046037	7830.089094
846	0.8204273669	7829.592856
847	0.8204615747	7828.84707
848	0.8204880589	7828.269622
849	0.8205009128	7827.989346
850	0.8205190394	7827.594085
851	0.8205415265	7827.103711
852	0.8205646307	7826.599848
853	0.8205883598	7826.082324
854	0.8206022524	7825.779316
855	0.8206186053	7825.422629
856	0.8206328233	7825.112496
857	0.8206481546	7824.778065
858	0.8206657469	7824.394297
859	0.8206885396	7823.897057
860	0.8207074009	7823.485558
861	0.8207295315	7823.002705
862	0.8207589487	7822.360826
863	0.8207832487	7821.830563
864	0.8207994272	7821.477502
865	0.820820176	7821.024683
866	0.8208412312	7820.565151
867	0.8208755929	7819.815142
868	0.8208929352	7819.436588
869	0.8209078517	7819.11097
870	0.8209272147	7818.688268
871	0.8209439962	7818.321901
872	0.8209645517	7817.873119
873	0.8209754009	7817.636242
874	0.8209982298	7817.13778
875	0.8210286308	7816.473934
876	0.8210462618	7816.088914
877	0.8210658564	7815.660989
878	0.8210845459	7815.252809
879	0.8210962166	7814.997911
880	0.8211145235	7814.598053
881	0.8211288475	7814.285175
882	0.8211508348	7813.804884
883	0.8211666841	7813.458653
884	0.8211799198	7813.169505
885	0.8212016435	7812.694906
886	0.8212335231	7811.998376
887	0.821254354	7811.543214
888	0.8212702685	7811.195457
889	0.8212916635	7810.72792
890	0.8213050079	7810.436296
891	0.8213237929	7810.025755
892	0.8213414626	7809.639571
893	0.8213741723	7808.924624
894	0.8213931507	7808.509777
895	0.8214105784	7808.128808
896	0.8214280753	7807.746306
897	0.8214421624	7807.438332
898	0.8214574841	7807.103355
899	0.8214879859	7806.436451
900	0.821516489	7805.813199
901	0.8215391252	7805.318197
902	0.821561152	7804.83649
903	0.8215722	7804.594869
904	0.8215869784	7804.271651
905	0.8216133075	7803.695778
906	0.8216221932	7803.501419
907	0.8216339077	7803.245177
908	0.8216492724	7802.909079
909	0.8216603855	7802.665974
910	0.8216707136	7802.440034
911	0.8216856828	7802.112553
912	0.8217130419	7801.513984
913	0.8217301554	7801.139547
914	0.8217416765	7800.88746
915	0.8217537575	7800.623112
916	0.8217712497	7800.240346
917	0.8217859947	7799.91768
918	0.8218030714	7799.543972
919	0.8218165262	7799.249512
920	0.8218329385	7798.890314
921	0.8218555292	7798.395869
922	0.8218673771	7798.136539
923	0.8218940328	7797.553063
924	0.8219117664	7797.164861
925	0.8219219404	7796.942134
926	0.8219379648	7796.591322
927	0.8219560702	7796.194931
928	0.8219744297	7795.792959
929	0.8219881627	7795.492267
930	0.822001065	7795.209753
931	0.8220207004	7794.779789
932	0.8220473826	7794.195479
933	0.8220595535	7793.928938
934	0.8220861973	7793.345406
935	0.8220995119	7793.053783
936	0.8221150103	7792.714317
937	0.8221530757	7791.880496
